
id: 1
num_1: 34197	| 0000000017749383 cfc771d1266ed6b5 e6503424c62eef89 d11f3f7d770f418a ...
  397:	  0.000697	    21.093
  403:	  0.001129	    38.096
  409:	  0.001437	    35.024
  415:	  0.000658	    62.837
  421:	  0.000709	     1.136
  427:	  0.000716	     2.020
  433:	  0.000693	     2.862
  439:	  0.000721	     3.136
  445:	  0.000679	     3.094
  451:	  0.000699	     2.576
  457:	  0.000714	     3.511
  463:	  0.000721	     3.513
  469:	  0.001356	     3.715
  475:	  0.001215	     3.713
  481:	  0.000760	     3.557
  487:	  0.000713	     3.679
  493:	  0.000729	     3.776
  499:	  0.000701	     3.980
  505:	  0.000703	     3.681
  511:	  0.000700	     3.883
  517:	  0.000766	     4.139
  523:	  0.000736	     3.797
  529:	  0.000692	     3.730
  535:	  0.000755	     3.731
  541:	  0.001241	     4.222
  547:	  0.000730	     4.098
  553:	  0.000729	     4.922
  559:	  0.001205	     4.336
  565:	  0.000729	     4.307
  571:	  0.000720	     4.546
  577:	  0.001205	     4.756
  583:	  0.001301	     4.369
  589:	  0.000717	     4.776
  595:	  0.000783	     4.249
  601:	  0.000762	     4.577
  607:	  0.000728	     4.500
  613:	  0.000818	     4.582
  619:	  0.000738	     4.204
  625:	  0.000771	     4.763
  631:	  0.000742	     5.009
  637:	  0.001299	     5.791
  643:	  0.000816	     5.404
  649:	  0.000746	     8.017
  655:	  0.000775	     8.853
  661:	  0.000794	     5.600
  667:	  0.000779	     8.281
  673:	  0.000791	     8.383
  679:	  0.000768	     9.493
  685:	  0.001233	     8.686
  691:	  0.000764	     8.778
  697:	  0.001303	     8.753
  703:	  0.000816	     8.713
  709:	  0.000796	    11.811
  715:	  0.001300	    12.188
  721:	  0.001255	    12.491
  727:	  0.000800	    12.216
  733:	  0.001302	    12.428
  739:	  0.000778	    12.193
  745:	  0.001230	    16.824
  751:	  0.001264	    15.769
  757:	  0.001121	    16.107
  763:	  0.000778	    17.201
  769:	  0.000817	    21.326
  775:	  0.001334	    23.928
  781:	  0.000858	    24.885
  787:	  0.001352	    23.274
  793:	  0.000769	    29.417
  799:	  0.000820	    36.482
  805:	  0.001256	    44.562
  811:	  0.001259	    45.796
  817:	  0.000770	    63.465
  823:	  0.000835	    41.471
  829:	  0.000819	    85.524
  835:	  0.000848	   146.986
  841:	  0.000870	     3.544
  847:	  0.000790	     4.737
  853:	  0.000846	     5.762
  859:	  0.000864	     6.181
  865:	  0.001275	     6.354
  871:	  0.000827	     5.930
  877:	  0.001375	     6.663
  883:	  0.000821	     6.795
  889:	  0.000829	     6.951
  895:	  0.001407	     6.787
  901:	  0.000906	     7.649
  907:	  0.000874	     6.867
  913:	  0.001308	     7.469
  919:	  0.001254	     7.302
  925:	  0.001330	     7.690
  931:	  0.000914	     7.533
  937:	  0.000855	     7.152
  943:	  0.000864	     7.626
  949:	  0.001428	     7.780
  955:	  0.001323	     7.802
  961:	  0.000849	     8.359
  967:	  0.000823	     7.580
  973:	  0.001254	     7.835
  979:	  0.001292	     8.020
  985:	  0.001368	     7.842
  991:	  0.000869	     7.902
  997:	  0.001297	     7.904
 1003:	  0.000825	     7.753
 1009:	  0.000869	     8.429
 1015:	  0.001328	     7.629
 1021:	  0.000844	     7.990
 1027:	  0.001322	     8.704
 1033:	  0.001398	     8.947
 1039:	  0.001303	     8.071
 1045:	  0.000866	     8.824
 1051:	  0.000814	     8.882
 1057:	  0.000837	     9.404
 1063:	  0.000825	    13.300
 1069:	  0.000943	    12.862
 1075:	  0.000854	    14.484
 1081:	  0.001323	    14.070
 1087:	  0.000771	    14.177
 1093:	  0.001246	    13.940
 1099:	  0.000877	    14.310
 1105:	  0.000834	    13.968
 1111:	  0.001302	    15.247
 1117:	  0.000836	    13.568
 1123:	  0.001321	    16.047
 1129:	  0.001437	    15.335
 1135:	  0.000882	    19.526
 1141:	  0.000845	    19.432
 1147:	  0.000918	    20.541
 1153:	  0.000826	    19.313
 1159:	  0.000830	    21.265
 1165:	  0.000854	    25.374
 1171:	  0.001353	    25.223
 1177:	  0.000868	    27.364
 1183:	  0.001325	    32.011
 1189:	  0.001318	    30.877
 1195:	  0.000877	    38.328
 1201:	  0.000853	    33.354
 1207:	  0.000856	    43.862
 1213:	  0.000868	    49.549
 1219:	  0.000952	    55.379
 1225:	  0.001308	    62.296
 1231:	  0.000848	    66.715
 1237:	  0.000866	    64.061
 1243:	  0.000908	    95.791
 1249:	  0.000843	   148.935
 1255:	  0.000854	   250.202
 1261:	  0.000879	     5.253
 1267:	  0.000839	     7.023
 1273:	  0.000850	     8.213
 1279:	  0.001382	     5.686
 1285:	  0.000872	     9.905
 1291:	  0.000976	    10.185
 1297:	  0.001318	    10.192
 1303:	  0.001343	    10.367
 1309:	  0.000848	    10.797
 1315:	  0.001334	    10.363
 1321:	  0.000905	    10.506
 1327:	  0.001199	    10.778
 1333:	  0.000857	    10.435
 1339:	  0.000875	    10.651
 1345:	  0.001349	    10.600
 1351:	  0.000900	    11.078
 1357:	  0.000856	    10.742
 1363:	  0.000902	    10.246
 1369:	  0.000990	    10.502
 1375:	  0.000866	    10.813
 1381:	  0.000860	    10.961
 1387:	  0.000857	    10.636
 1393:	  0.000897	    11.324
 1399:	  0.000916	    11.892
 1405:	  0.000867	    12.095
 1411:	  0.000883	    11.708
 1417:	  0.001364	    11.451
 1423:	  0.000882	    11.263
 1429:	  0.001332	    10.917
 1435:	  0.000863	    11.946
 1441:	  0.000905	    11.756
 1447:	  0.001382	    11.945
 1453:	  0.001330	    11.433
 1459:	  0.001362	    12.088
 1465:	  0.001385	    12.542
 1471:	  0.000910	    13.118
 1477:	  0.000871	    16.291
 1483:	  0.000851	    13.535
 1489:	  0.000917	    19.127
 1495:	  0.000907	    19.653
 1501:	  0.000936	    19.637
 1507:	  0.001388	    19.492
 1513:	  0.001348	    18.254
 1519:	  0.001426	    20.162
 1525:	  0.000876	    18.830
 1531:	  0.000861	    18.969
 1537:	  0.000874	    21.002
 1543:	  0.001342	    20.301
 1549:	  0.000886	    26.834
 1555:	  0.001348	    27.057
 1561:	  0.000946	    28.248
 1567:	  0.000894	    27.463
 1573:	  0.001410	    27.360
 1579:	  0.001375	    27.482
 1585:	  0.000889	    28.502
 1591:	  0.001444	    35.529
 1597:	  0.001528	    36.481
 1603:	  0.000865	    42.785
 1609:	  0.000890	    36.700
 1615:	  0.000913	    45.383
 1621:	  0.000971	    56.097
 1627:	  0.000891	    57.056
 1633:	  0.000936	    52.228
 1639:	  0.000851	    69.305
 1645:	  0.000950	    93.931
 1651:	  0.001346	    65.716
 1657:	  0.001377	   126.466
 1663:	  0.001388	   158.680
 1669:	  0.000895	   227.895
 1675:	  0.000892	   357.588
 1681:	  0.000948	     5.532
 1687:	  0.000911	     6.318
 1693:	  0.001447	    11.695
 1699:	  0.000907	    12.388
 1705:	  0.000897	    12.757
 1711:	  0.000946	     8.890
 1717:	  0.001360	    13.414
 1723:	  0.001359	    14.419
 1729:	  0.001616	    13.516
 1735:	  0.001390	    13.581
 1741:	  0.000947	    14.031
 1747:	  0.000894	    14.052
 1753:	  0.001441	    14.263
 1759:	  0.001138	    14.073
 1765:	  0.001379	    14.398
 1771:	  0.001739	    14.539
 1777:	  0.000932	    14.612
 1783:	  0.000891	    13.621
 1789:	  0.000953	    14.010
 1795:	  0.000880	    14.588
 1801:	  0.001437	    14.967
 1807:	  0.000938	    14.334
 1813:	  0.000894	    14.490
 1819:	  0.000913	    14.008
 1825:	  0.000900	    14.649
 1831:	  0.001385	    14.931
 1837:	  0.000888	    14.066
 1843:	  0.000902	    14.444
 1849:	  0.000911	    15.184
 1855:	  0.001527	    14.767
 1861:	  0.000871	    14.573
 1867:	  0.001398	    15.103
 1873:	  0.000957	    15.282
 1879:	  0.000927	    14.959
 1885:	  0.000959	    14.999
 1891:	  0.000973	    16.816
 1897:	  0.000980	    17.232
 1903:	  0.001368	    22.335
 1909:	  0.000894	    20.968
 1915:	  0.000899	    24.393
 1921:	  0.000951	    24.408
 1927:	  0.000997	    23.967
 1933:	  0.000921	    24.297
 1939:	  0.001744	    24.976
 1945:	  0.000927	    25.863
 1951:	  0.001450	    25.112
 1957:	  0.000911	    25.573
 1963:	  0.001402	    28.589
 1969:	  0.001480	    33.478
 1975:	  0.001459	    33.770
 1981:	  0.000924	    35.454
 1987:	  0.001183	    30.413
 1993:	  0.000893	    36.240
 1999:	  0.001436	    36.154
 2005:	  0.001393	    44.314
 2011:	  0.000996	    44.117
 2017:	  0.000972	    45.195
 2023:	  0.000974	    43.566
 2029:	  0.000948	    54.865
 2035:	  0.001475	    62.363
 2041:	  0.000965	    70.066
 2047:	  0.000970	    76.053
 2053:	  0.000965	    68.212
 2059:	  0.000913	    94.365
 2065:	  0.000920	   102.119
 2071:	  0.001010	   142.662
 2077:	  0.001435	   184.019
 2083:	  0.000947	   226.288
 2089:	  0.001017	   309.875
 2095:	  0.001483	   483.708
 2101:	  0.001412	     9.534
 2107:	  0.000928	    12.529
 2113:	  0.001030	    13.315
 2119:	  0.001007	    15.338
 2125:	  0.000991	    15.266
 2131:	  0.001385	    15.914
 2137:	  0.001419	    17.043
 2143:	  0.000967	    17.184
 2149:	  0.001167	    16.586
 2155:	  0.000958	    17.350
 2161:	  0.000930	    16.960
 2167:	  0.000913	    18.110
 2173:	  0.000932	    17.746
 2179:	  0.000993	    18.298
 2185:	  0.000949	    17.985
 2191:	  0.000955	    17.277
 2197:	  0.001657	    16.926
 2203:	  0.000919	    17.118
 2209:	  0.000953	    17.361
 2215:	  0.000912	    18.064
 2221:	  0.001467	    16.944
 2227:	  0.001013	    16.535
 2233:	  0.000962	    17.735
 2239:	  0.001451	    16.629
 2245:	  0.001514	    16.822
 2251:	  0.001447	    16.819
 2257:	  0.000930	    17.937
 2263:	  0.001445	    17.682
 2269:	  0.000922	    17.476
 2275:	  0.001430	    18.014
 2281:	  0.000943	    17.801
 2287:	  0.001706	    17.769
 2293:	  0.000915	    18.512
 2299:	  0.001473	    18.485
 2305:	  0.001498	    18.756
 2311:	  0.000920	    20.375
 2317:	  0.000975	    19.333
 2323:	  0.000968	    23.635
 2329:	  0.000976	    29.804
 2335:	  0.001411	    30.109
 2341:	  0.001011	    28.944
 2347:	  0.000988	    29.384
 2353:	  0.000961	    29.192
 2359:	  0.000936	    30.007
 2365:	  0.000965	    30.110
 2371:	  0.001432	    30.630
 2377:	  0.000990	    30.670
 2383:	  0.000917	    33.260
 2389:	  0.000932	    31.688
 2395:	  0.001459	    40.815
 2401:	  0.001017	    41.828
 2407:	  0.002035	    40.983
 2413:	  0.000962	    43.042
 2419:	  0.001509	    41.970
 2425:	  0.000945	    42.166
 2431:	  0.001554	    54.565
 2437:	  0.001753	    55.439
 2443:	  0.001828	    54.776
 2449:	  0.001412	    54.843
 2455:	  0.001190	    78.441
 2461:	  0.001542	    85.050
 2467:	  0.000940	    92.502
 2473:	  0.001021	   106.115
 2479:	  0.001455	   111.963
 2485:	  0.001674	   140.567
 2491:	  0.000942	   157.480
 2497:	  0.001035	   172.347
 2503:	  0.001470	   311.993
 2509:	  0.001797	   427.874
 2515:	  0.001123	   642.411
 2521:	  0.001045	    11.945
 2527:	  0.000997	    15.377
 2533:	  0.001839	    18.423
 2539:	  0.002060	    11.113
 2545:	  0.001036	    20.390
 2551:	  0.001589	    19.758
 2557:	  0.001105	    20.285
 2563:	  0.001061	    21.070
 2569:	  0.001594	    20.538
 2575:	  0.001637	    20.831
 2581:	  0.001812	    18.598
 2587:	  0.001109	    21.071
 2593:	  0.001126	    21.686
 2599:	  0.001226	    22.166
 2605:	  0.001201	    22.420
 2611:	  0.001947	    24.074
 2617:	  0.001076	    22.013
 2623:	  0.001544	    22.232
 2629:	  0.001130	    21.772
 2635:	  0.001470	    21.887
 2641:	  0.001066	    21.387
 2647:	  0.001151	    21.880
 2653:	  0.001020	    21.955
 2659:	  0.000995	    20.774
 2665:	  0.001017	    21.261
 2671:	  0.001496	    21.178
 2677:	  0.001075	    22.753
 2683:	  0.001031	    22.247
 2689:	  0.001047	    22.700
 2695:	  0.001374	    22.280
 2701:	  0.001492	    22.094
 2707:	  0.001106	    22.177
 2713:	  0.001097	    22.498
 2719:	  0.001063	    22.546
 2725:	  0.001078	    22.776
 2731:	  0.001095	    25.802
 2737:	  0.001016	    32.667
 2743:	  0.001508	    35.483
 2749:	  0.001054	    34.754
 2755:	  0.001750	    36.800
 2761:	  0.002731	    36.446
 2767:	  0.001281	    35.530
 2773:	  0.001559	    36.623
 2779:	  0.001641	    34.629
 2785:	  0.001520	    35.585
 2791:	  0.001537	    35.439
 2797:	  0.001013	    35.690
 2803:	  0.001161	    41.984
 2809:	  0.001027	    48.504
 2815:	  0.001450	    48.999
 2821:	  0.001596	    50.132
 2827:	  0.001491	    49.321
 2833:	  0.001486	    50.523
 2839:	  0.002086	    54.250
 2845:	  0.000974	    62.793
 2851:	  0.000943	    61.951
 2857:	  0.001135	    66.111
 2863:	  0.000969	    75.974
 2869:	  0.001091	    78.090
 2875:	  0.001650	    88.346
 2881:	  0.001006	    98.484
 2887:	  0.001039	   104.402
 2893:	  0.001609	   119.317
 2899:	  0.001035	   145.955
 2905:	  0.001578	   167.867
 2911:	  0.001758	   148.015
 2917:	  0.001054	   248.519
 2923:	  0.001139	   180.980
 2929:	  0.001540	   503.351
 2935:	  0.000987	   756.785
 2941:	  0.001051	     9.783
 2947:	  0.001125	    18.092
 2953:	  0.001139	    20.178
 2959:	  0.001307	    19.702
 2965:	  0.001063	    19.794
 2971:	  0.001504	    22.661
 2977:	  0.002125	    23.153
 2983:	  0.001539	    22.564
 2989:	  0.001520	    22.288
 2995:	  0.001612	    22.729
 3001:	  0.001087	    23.071
 3007:	  0.001814	    22.476
 3013:	  0.001054	    23.361
 3019:	  0.001043	    23.176
 3025:	  0.001584	    23.853
 3031:	  0.001084	    24.338
 3037:	  0.001050	    24.609
 3043:	  0.001069	    23.941
 3049:	  0.002379	    24.477
 3055:	  0.001064	    23.655
 3061:	  0.001140	    24.446
 3067:	  0.001629	    24.682
 3073:	  0.001041	    23.850
 3079:	  0.001003	    23.993
 3085:	  0.001063	    24.299
 3091:	  0.001022	    24.528
 3097:	  0.001044	    23.844
 3103:	  0.000994	    24.554
 3109:	  0.001731	    23.930
 3115:	  0.001069	    24.262
 3121:	  0.001050	    23.747
 3127:	  0.001566	    25.228
 3133:	  0.001181	    24.554
 3139:	  0.001588	    23.593
 3145:	  0.001057	    24.898
 3151:	  0.001116	    25.848
 3157:	  0.001013	    35.802
 3163:	  0.001067	    38.301
 3169:	  0.001180	    38.105
 3175:	  0.001176	    40.291
 3181:	  0.001041	    39.802
 3187:	  0.001007	    38.477
 3193:	  0.001097	    39.559
 3199:	  0.001017	    39.422
 3205:	  0.001077	    38.255
 3211:	  0.001920	    39.603
 3217:	  0.001593	    41.720
 3223:	  0.001571	    40.669
 3229:	  0.001221	    44.646
 3235:	  0.001717	    54.690
 3241:	  0.001019	    56.041
 3247:	  0.001059	    54.511
 3253:	  0.001031	    55.694
 3259:	  0.001047	    57.756
 3265:	  0.001690	    69.658
 3271:	  0.001194	    70.643
 3277:	  0.001008	    74.678
 3283:	  0.001061	    84.825
 3289:	  0.001052	    85.542
 3295:	  0.001698	   104.750
 3301:	  0.001045	   103.689
 3307:	  0.001259	   128.028
 3313:	  0.001047	   145.232
 3319:	  0.001088	   138.286
 3325:	  0.001077	   149.645
 3331:	  0.001086	   239.436
 3337:	  0.001007	   135.773
 3343:	  0.001053	   276.275
 3349:	  0.001572	   190.177
 3355:	  0.001112	   897.946
 3361:	  0.001030	    10.857
 3367:	  0.001233	    17.989
 3373:	  0.001107	    19.580
 3379:	  0.001046	    24.117
 3385:	  0.001135	    25.573
 3391:	  0.001187	    25.225
 3397:	  0.001063	    25.646
 3403:	  0.001079	    21.194
 3409:	  0.002006	    26.190
 3415:	  0.001032	    26.380
 3421:	  0.002272	    26.408
 3427:	  0.001649	    26.544
 3433:	  0.001346	    27.546
 3439:	  0.001144	    27.306
 3445:	  0.001603	    27.635
 3451:	  0.001210	    27.720
 3457:	  0.001639	    27.275
 3463:	  0.001742	    27.409
 3469:	  0.001103	    26.969
 3475:	  0.001128	    27.819
 3481:	  0.001652	    27.435
 3487:	  0.001056	    27.369
 3493:	  0.001620	    26.729
 3499:	  0.001028	    27.135
 3505:	  0.001122	    29.617
 3511:	  0.001912	    30.509
 3517:	  0.001084	    29.867
 3523:	  0.001213	    30.014
 3529:	  0.002347	    29.192
 3535:	  0.001696	    29.261
 3541:	  0.002240	    29.716
 3547:	  0.001140	    29.799
 3553:	  0.001756	    29.644
 3559:	  0.001389	    30.101
 3565:	  0.002463	    31.054
 3571:	  0.001094	    33.860
 3577:	  0.001181	    33.455
 3583:	  0.001026	    42.423
 3589:	  0.001118	    43.602
 3595:	  0.001342	    44.499
 3601:	  0.001138	    44.920
 3607:	  0.001665	    45.035
 3613:	  0.001215	    44.348
 3619:	  0.001222	    44.496
 3625:	  0.002291	    44.233
 3631:	  0.001123	    44.560
 3637:	  0.001050	    44.114
 3643:	  0.001274	    56.793
 3649:	  0.001577	    62.451
 3655:	  0.001068	    64.640
 3661:	  0.001304	    62.319
 3667:	  0.001045	    65.053
 3673:	  0.001744	    62.554
 3679:	  0.002059	    64.588
 3685:	  0.001120	    78.787
 3691:	  0.001207	    80.321
 3697:	  0.001042	    80.930
 3703:	  0.001044	    88.767
 3709:	  0.001272	    63.654
 3715:	  0.001068	   105.255
 3721:	  0.002557	    98.152
 3727:	  0.001231	   131.922
 3733:	  0.001083	   161.059
 3739:	  0.001080	   169.401
 3745:	  0.001136	   185.245
 3751:	  0.001074	   236.136
 3757:	  0.002076	   265.091
 3763:	  0.002095	   365.842
 3769:	  0.001731	   297.497
 3775:	  0.001095	    12.217
 3781:	  0.001601	    16.553
 3787:	  0.001069	    21.288
 3793:	  0.001727	    23.095
 3799:	  0.001218	    23.083
 3805:	  0.001294	    28.839
 3811:	  0.001687	    28.128
 3817:	  0.001130	    28.975
 3823:	  0.001139	    28.400
 3829:	  0.001706	    29.938
 3835:	  0.001763	    28.857
 3841:	  0.001231	    30.882
 3847:	  0.001176	    29.140
 3853:	  0.001047	    29.038
 3859:	  0.001813	    28.684
 3865:	  0.001063	    29.137
 3871:	  0.001747	    29.955
 3877:	  0.001677	    30.912
 3883:	  0.001716	    30.221
 3889:	  0.001164	    31.093
 3895:	  0.001147	    30.000
 3901:	  0.001102	    29.479
 3907:	  0.001687	    29.450
 3913:	  0.002474	    30.113
 3919:	  0.001760	    29.896
 3925:	  0.001749	    30.662
 3931:	  0.001110	    29.593
 3937:	  0.001102	    29.855
 3943:	  0.001146	    30.549
 3949:	  0.001785	    30.100
 3955:	  0.001569	    29.935
 3961:	  0.001631	    30.741
 3967:	  0.001134	    31.044
 3973:	  0.001802	    31.565
 3979:	  0.001149	    30.576
 3985:	  0.001140	    31.191
 3991:	  0.001142	    32.157
 3997:	  0.001099	    35.412
 4003:	  0.001724	    49.006
 4009:	  0.001281	    50.924
 4015:	  0.001779	    50.076
 4021:	  0.001186	    50.429
 4027:	  0.001762	    49.276
 4033:	  0.002733	    49.197
 4039:	  0.001222	    48.769
 4045:	  0.001734	    48.580
 4051:	  0.001141	    48.822
 4057:	  0.001704	    51.353
 4063:	  0.001125	    55.252
 4069:	  0.001787	    65.636
 4075:	  0.001700	    68.849
 4081:	  0.001153	    70.379
 4087:	  0.002040	    69.094
 4093:	  0.001894	    72.120
 4099:	  0.001667	    83.271
 4105:	  0.001192	    86.503
 4111:	  0.001174	    87.719
 4117:	  0.001114	   102.182
 4123:	  0.001099	   107.336
 4129:	  0.001124	   116.594
 4135:	  0.001759	   126.563
 4141:	  0.001982	   116.749
 4147:	  0.001754	   157.815
 4153:	  0.001264	   183.183
 4159:	  0.001438	   195.818
 4165:	  0.001526	   221.730
 4171:	  0.001161	   172.989
 4177:	  0.001257	   358.589
 4183:	  0.001308	   464.308
 4189:	  0.001261	   396.242
 4195:	  0.001767	    16.215
 4201:	  0.001221	    17.483
 4207:	  0.001144	    16.502
 4213:	  0.001227	    27.967
 4219:	  0.001799	    23.772
 4225:	  0.001693	    30.860
 4231:	  0.002432	    31.419
 4237:	  0.001129	    31.661
 4243:	  0.001228	    32.661
 4249:	  0.001208	    32.155
 4255:	  0.001780	    32.246
 4261:	  0.001158	    32.395
 4267:	  0.001819	    32.547
 4273:	  0.001875	    32.216
 4279:	  0.001089	    32.568
 4285:	  0.001767	    33.223
 4291:	  0.001170	    33.344
 4297:	  0.001076	    32.846
 4303:	  0.001139	    32.302
 4309:	  0.001191	    32.413
 4315:	  0.001799	    33.951
 4321:	  0.001547	    33.867
 4327:	  0.001156	    33.863
 4333:	  0.001345	    32.774
 4339:	  0.001256	    33.847
 4345:	  0.001774	    33.367
 4351:	  0.001757	    32.872
 4357:	  0.001201	    32.408
 4363:	  0.001254	    32.806
 4369:	  0.001193	    33.159
 4375:	  0.001726	    33.473
 4381:	  0.002106	    32.411
 4387:	  0.001133	    33.359
 4393:	  0.001256	    32.662
 4399:	  0.001243	    33.564
 4405:	  0.001255	    33.045
 4411:	  0.001793	    34.308
 4417:	  0.001222	    37.909
 4423:	  0.001224	    45.944
 4429:	  0.001368	    52.056
 4435:	  0.001761	    43.380
 4441:	  0.001135	    53.873
 4447:	  0.001268	    53.181
 4453:	  0.001752	    54.636
 4459:	  0.001112	    54.292
 4465:	  0.001198	    54.558
 4471:	  0.001815	    54.257
 4477:	  0.001805	    55.074
 4483:	  0.001668	    68.966
 4489:	  0.001328	    72.863
 4495:	  0.001157	    72.518
 4501:	  0.001369	    75.236
 4507:	  0.001183	    75.922
 4513:	  0.001255	    76.547
 4519:	  0.001405	    93.256
 4525:	  0.002405	    96.900
 4531:	  0.001375	    94.834
 4537:	  0.001263	   115.271
 4543:	  0.002187	    99.793
 4549:	  0.001712	   117.262
 4555:	  0.001251	    97.849
 4561:	  0.001165	   154.114
 4567:	  0.001811	   122.132
 4573:	  0.001188	   199.025
 4579:	  0.001945	   217.137
 4585:	  0.002338	   249.684
 4591:	  0.001272	   312.579
 4597:	  0.001275	   435.806
 4603:	  0.001247	   557.776
 4609:	  0.001215	   508.791
 4615:	  0.001192	    18.788
 4621:	  0.002059	    21.194
 4627:	  0.001268	    23.671
 4633:	  0.001889	    31.999
 4639:	  0.001878	    34.513
 4645:	  0.001930	    31.290
 4651:	  0.001382	    34.940
 4657:	  0.001280	    33.641
 4663:	  0.001806	    34.051
 4669:	  0.001232	    35.152
 4675:	  0.001868	    34.982
 4681:	  0.001205	    35.478
 4687:	  0.001422	    36.024
 4693:	  0.001239	    34.778
 4699:	  0.001293	    34.945
 4705:	  0.002097	    35.672
 4711:	  0.001138	    35.627
 4717:	  0.001189	    35.528
 4723:	  0.002010	    36.130
 4729:	  0.001198	    35.819
 4735:	  0.001969	    36.566
 4741:	  0.001400	    35.093
 4747:	  0.002778	    37.903
 4753:	  0.001242	    37.449
 4759:	  0.002165	    36.575
 4765:	  0.001980	    36.893
 4771:	  0.001265	    36.528
 4777:	  0.002112	    36.118
 4783:	  0.001798	    35.614
 4789:	  0.001174	    36.714
 4795:	  0.001202	    36.754
 4801:	  0.001283	    36.733
 4807:	  0.001773	    35.612
 4813:	  0.001349	    36.791
 4819:	  0.001386	    36.237
 4825:	  0.001754	    36.452
 4831:	  0.001178	    40.332
 4837:	  0.001340	    38.214
 4843:	  0.001224	    55.859
 4849:	  0.001324	    58.485
 4855:	  0.001229	    57.538
 4861:	  0.001244	    58.568
 4867:	  0.001200	    56.938
 4873:	  0.001186	    57.729
 4879:	  0.001183	    58.032
 4885:	  0.001259	    58.802
 4891:	  0.001296	    58.086
 4897:	  0.001977	    57.733
 4903:	  0.002089	    58.201
 4909:	  0.001190	    70.106
 4915:	  0.001830	    84.736
 4921:	  0.001264	    83.449
 4927:	  0.001916	    82.357
 4933:	  0.001959	    84.119
 4939:	  0.002955	   101.877
 4945:	  0.001729	   102.216
 4951:	  0.001382	   101.908
 4957:	  0.001222	    98.718
 4963:	  0.001356	   126.790
 4969:	  0.001271	   145.427
 4975:	  0.002650	   118.219
 4981:	  0.002229	   150.554
 4987:	  0.001275	   196.301
 4993:	  0.001229	   179.171
 4999:	  0.001237	   221.147
 5005:	  0.001251	   281.491
 5011:	  0.001373	   246.559
 5017:	  0.001285	   329.555
 5023:	  0.001939	   668.449
 5029:	  0.001203	   636.655
 5035:	  0.001491	    15.908
 5041:	  0.002217	    22.922
 5047:	  0.001180	    31.701
 5053:	  0.001476	    25.801
 5059:	  0.001950	    37.459
 5065:	  0.001415	    35.640
 5071:	  0.001235	    16.742
 5077:	  0.001243	    37.939
 5083:	  0.001953	    38.866
 5089:	  0.002947	    38.242
 5095:	  0.002055	    39.528
 5101:	  0.002027	    39.619
 5107:	  0.002039	    37.921
 5113:	  0.002035	    38.308
 5119:	  0.001293	    37.891
 5125:	  0.001271	    39.829
 5131:	  0.002099	    39.162
 5137:	  0.001240	    40.508
 5143:	  0.001821	    39.768
 5149:	  0.002281	    38.632
 5155:	  0.001276	    37.809
 5161:	  0.001210	    37.721
 5167:	  0.001205	    38.603
 5173:	  0.002086	    37.985
 5179:	  0.003112	    38.552
 5185:	  0.001900	    39.838
 5191:	  0.001897	    39.081
 5197:	  0.001566	    38.532
 5203:	  0.001346	    38.805
 5209:	  0.001319	    39.673
 5215:	  0.001489	    38.729
 5221:	  0.002373	    39.267
 5227:	  0.001201	    41.270
 5233:	  0.002773	    41.062
 5239:	  0.001277	    39.301
 5245:	  0.001281	    41.238
 5251:	  0.001968	    48.831
 5257:	  0.001303	    46.911
